Outward remittance flows (US$ million),1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,%GDP_2021
Kenya,6.371437340986807,3.439016232932151,6.983926622210963,0.0,7.136412070705786,8.74978530619388,8.754288142141622,45.86489923623199,70.60067885108843,26.039933424543182,0.0,5.091442627810644,5.7143479976554215,6.58452953810806,34.02296482005331,56.408976704830614,25.399012362981935,16.36474374845258,64.4949223596873,60.80477478156885,19.103834665544813,25.9,14.50905004140542,16.198281534233857,170.9526003014018,35.0506132495862,17.90793244940678,20.214268452595345,10.730012936166581,2.5639285520391595,8.394378967155978,8.973960160437102,0.008119834743742796
Kiribati,1.3270295094934617,1.5579286559554784,1.615688828123761,1.224023501251224,0.7311273191206263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5451327702212903,0.6346591661171015,0.556991456175973,1.0309684170388005,1.2006291128583904,1.2160647286793518,1.2843591117575717,1.2501947319523066,1.0278206599957946,1.0352838851112867,1.071188735797722,1.079297749664646,1.0297724308391887,1.0560880277960771,1.1989513301669177,0.5792035411434385
"Korea, Rep.",1035.9,1278.6,1405.3,1186.7,1367.7,2087.1,2917.0,2856.5,1764.0,2502.3999999999996,3640.3999999999996,4486.5,5862.2,6806.1,6930.9,6898.799999999999,7462.799999999999,8019.3,7884.6,7491.900000000001,9544.199999999999,9979.8,9756.1,9402.6,9977.6,8719.5,10784.3,12888.0,13530.599999999999,11231.6,9684.0,9757.8,0.53881740463377
Kuwait,769.6174446620789,425.6537999999997,828.7217450219846,1229.1337158335614,1330.5473132266527,1353.6709172110325,1376.046147154844,1374.6550238111183,1611.1268687266952,1731.1912260031254,1734.3023765973514,1784.9126944877676,1925.5431319550194,2143.876846363078,2404.479131319986,2647.6027397260273,3183.2380478448918,9763.770985327232,10322.571365546604,11749.2,11864.003972950015,13012.206030133964,15459.199374321493,17711.48068071879,18128.47635026612,15202.536401356529,15287.570250084793,13760.108803092318,14346.86171113832,18855.161641234536,17357.17832289652,18468.103779777426,13.60339403788822
Lao PDR,0.0,0.0,0.2,0.2,0.5,0.4,0.4,0.4,0.4,0.4,0.44,0.46305,0.4862025,0.996715125,0.8,0.84,5.410944,6.0,9.36074582,22.37000792,19.31493266,75.64311906,70.19999999999999,68.70400083999999,54.16530636000001,43.33807187,39.476133669999996,103.05858560507349,123.7850205576504,106.03368086,96.28452779,126.89438018801951,0.6842142790252319
Latvia,0.0,0.0,0.22403,0.354,2.088,1.238,2.168,4.6,7.7,7.6000000000000005,131.5,142.42640445214988,3.7785282496625157,4.52412496137934,8.69827420634922,17.345243728757797,25.1481284060026,41.19056887639578,791.4526989827715,571.395003172671,314.81993477633466,357.55071780303007,337.56110453784186,376.4245143312445,292.3273307032015,273.0656611308051,233.8105595915811,202.6408979014529,238.6034971153851,240.536845373377,174.63856717509316,397.96358340548284,1.023095232159707
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694.3908944981713,2719.5914029852743,3138.7243192024307,4114.3,5119.734071010505,6083.684456010118,6742.4745512913805,7626.9760080737415,9367.574108351457,11042.647564153545,10758.73869575275,10658.661179023544,11775.377476634478,11454.422098561916,12419.217720367007,12917.475761213162,11232.764645620908,11679.077113534391,12693.980482874798,14044.624457944972,14153.474834439623,14305.894447615701,16954.86933195286,19.540463456519525
Madagascar,17.501628577292742,9.9925900095894,9.4368640354799,6.698775853577927,8.447069837750073,11.076905765031286,13.21021310753541,15.125069098157883,13.00033477914221,11.213004921404726,11.903986429219017,11.415636251247198,4.714538885617407,17.924587399999975,9.00143390000002,23.2,27.21404087603876,38.241872302672746,40.56202878214119,49.53732182938201,58.90922618425975,54.21419865677167,63.11237812220456,55.19566966851895,49.74922896142482,57.97627482886756,47.65692184622458,63.48959322090061,74.2653738404899,63.243733919781405,42.94496323917411,54.091502493577266,0.3786859597702133
Malawi,0.0366450481241094,0.03567208436447952,0.13876263737356542,0.13627758532774958,0.583764145549571,0.8047767535109459,1.1758199166474301,0.9967055203438299,1.4089545962396783,0.821082464162226,0.42487661955336264,0.6230147004506171,0.4481616901169079,7.0,7.315991829503927,7.336575793548388,7.338187331991928,10.185949306039333,10.38558703877217,13.316725894617568,14.907784675190943,17.450252158088407,17.79323282060994,16.45284557542083,18.552017835054894,20.00124598571256,7.593224622476741,9.601317266251,14.979831897017,32.0740229641901,36.8757427354655,36.3976559325006,0.3032885253937222
Malaysia,182.26350570728775,153.8144529829578,186.85841026412749,210.94792538736917,105.55369965082163,1329.2582899791514,1424.9133277091985,2074.156577789756,2924.0324892498807,483.6842105263158,598.9473684210527,633.9473684210527,3826.315789473684,3463.789473684211,5064.289473684211,5679.210083088799,5596.604811256615,6388.4796800525155,6785.5278678403565,6528.552507832147,8628.3,9421.62563637394,8958.203380438794,8981.934821526858,10192.344889740367,10482.814888608571,10105.146887538314,9393.881493644209,10915.511979301122,11397.960819849792,9089.686975643479,8597.858989020486,2.3048459360327707
Maldives,8.219088,17.141988,19.299999999999997,26.81104,22.463449999999998,26.7744763541595,27.462499,28.145551247999997,30.8084339468889,40.8813827288,46.35224397646469,49.963192,50.617855,55.320628,61.507567,69.91046200000001,83.551366,188.8245,218.69729999999998,190.1529,189.384561876,239.9,259.861750172047,265.584668805559,301.426449714464,348.3651891657445,376.23504142093384,475.2578999630877,532.3731222933509,596.1157192289452,396.7019999108506,496.46612173160764,9.540086889538964
Malta,24.796249095314515,8.380704888744518,5.129759503328914,1.852000404580128,2.9159526911813405,8.721485077005568,9.272450788047632,9.00806909784873,6.890502570271395,9.880053669645175,8.403735631130901,8.422550227551909,9.392415877651706,11.5319280362077,376.0,192.22723252999512,222.75200026287936,258.53569375999894,1320.3448479760286,1863.6737791236287,1611.546408522523,1107.8248080991566,1050.3283470685603,1107.7974757774246,1112.989947393551,403.79105223549914,450.71017211522985,477.22566660219934,512.9421111319738,501.0634621908491,543.2845747328179,524.095504573109,3.0162034102964377
Mauritania,31.22480120085846,29.373061473534356,30.392953890614095,22.830023384632426,24.90795063726482,14.433413390529314,12.235677067518461,11.550619018351066,9.619270375070206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.83247201935507,255.10925617697345,188.55644670458824,171.5815030344052,0.0,53.099999999999994,26.581211449944867,10.091814775328675,38.619252226092144,22.38306717993145,0.22627443570492775
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.343698726402961,8.120378641399752,9.11416511956435,9.332633799712907,9.24700609311097,10.07284197664276,9.947909849092111,12.740006746489872,10.257767099454487,8.458860235760113,9.445395355535789,8.18783534215211,8.3,700.7828466481135,599.7390643954519,599.0317315979705,581.452822992229,747.3328512032869,822.7896267046979,1102.3889462984857,719.5564699119492,6.449372321519667
Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.997321,1001.831236,810.619117,653.519183,806.22256,999.848929,981.248256,898.705958,1057.147138,0.08146558600435708
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8865876930946288,4.59629369565217,6.39386189258312,16.460011801852268,19.0141241399006,49.09495662515904,40.422531016,76.57902,90.3231,172.18489674636587,83.44364891823427,169.0981042711269,312.1990551550749,531.3747503413178,441.38196404820474,336.9402336053864,227.55159829578378,170.93442706639837,183.0977621365397,216.7883873329705,233.42169920412488,145.8429255391069,143.8968902867084,0.9413639296526783
Morocco,11.404526019608097,17.343264553698077,22.60515643529567,13.980435098025696,13.03963015262344,14.753690935349859,14.112179011269767,14.904839944411238,21.760823732208603,19.685000887779935,23.198610994538498,26.56822650673827,30.315999606796463,34.14962935497971,33.536406458840545,35.07121505301489,37.88922654368212,48.909774098901046,54.39666931642394,60.10931581371106,62.034092004038726,70.93058740313171,64.15293218499443,63.305944115082376,100.2,78.79923909782403,106.69841301765587,111.63597247416149,138.27834499178553,136.43373653638864,151.905882607609,175.38631862106692,0.12276195246002711
Namibia,25.856862874563006,22.30821184834037,17.286029142562093,13.34254832829372,11.152421591576363,11.165991422864366,10.769071830445647,16.558297468475747,10.491501205693563,9.132202344872315,8.662483857411004,7.84007955338585,8.012240688852796,14.718444713549152,17.134910976893355,18.283122408099935,19.662580342045054,15.549449880805094,42.43170607976575,67.8,81.6363683627298,111.95212071447591,103.50316855135705,83.08422189641888,131.23161348263477,71.43973898425727,49.880620517677215,68.48123435490467,57.92296999584477,95.5565818964555,104.74290787849951,89.57387130025145,0.7278286446758061
Nepal,0.0,0.0,0.0,3.0056763673222,8.713303281998831,9.062518969713397,17.992224688001805,21.802417282940098,24.058675420886374,26.94786760167905,16.73255240648957,24.30480074640297,34.08961510139756,26.189754762356774,63.61110450053947,65.78763435107332,79.1665361684092,3.9533994979515925,5.286468443017937,12.297855767631926,32.36088551589643,39.16279085801092,50.325791472008405,27.77218388038817,9.103367603713428,9.494425813388753,20.05432358220394,33.435192626446494,49.42630208603751,60.03516284612639,44.14319896498772,44.025033929746556,0.12281029326530506
Netherlands,921.0323912927001,947.883470015403,1305.9248138151027,1180.0551656640473,1163.632822758101,1505.896052219034,1443.3664702031813,1391.005515481203,1423.4213964205492,1506.4098255677673,1447.2330595482322,1534.1233153371822,1641.9732579231218,2470.7431323957435,4194.5,4544.867969052655,6078.723965965184,10084.06172740152,12696.526891921738,11672.005382180285,9395.85298441558,10252.485040685866,9572.511982903246,9685.79216046933,8282.70072451772,10222.554137961788,10507.383740164918,11319.607523069793,12956.820006355316,14137.568176379713,14311.627155999897,15784.713976695512,1.557415144910363
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.3,1.5,1.3,1.3,1.6,1.6,1.6,1.6,1.6,1.6,1.2,0.008570816370259268
Nigeria,8.853591755155604,53.51067698921151,34.802542935688315,2.3105835276313718,3.500636479359884,1.4638173924900324,0.5473001550425697,1.1648448561163276,1.3280933196702194,9.400236738681,1.0521416490763476,0.593358431196269,0.903977979981037,11.562241361498224,20.855603806287284,68.0302696896831,101.56082963039705,54.00629649400617,58.14876058026546,47.035790569587256,47.474692664548975,75.5061577661904,38.702386730158096,50.48263936506076,54.599999999999994,1035.45115,744.77112037037,275.3458450781687,67.67627978561646,90.60008052519227,92.10166490518975,82.5452942181415,0.01869481978301936
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.38,20.7,11.999652,14.208225,20.520593,23.265150000000002,16.067712999999998,16.158268,15.545106,17.848734999999998,24.875466000000003,32.975259,26.302032999999998,22.611970000000003,24.692249999999998,23.859882,24.438824,23.991042,19.890647,24.250400999999997,27.449617999999997,24.903445,21.972421,27.313816,26.035886,0.18745687954496365
Norway,216.79737304936685,309.1447521528462,446.3753524854037,531.9891858937347,474.73858102254866,603.0737099595565,647.2069369217696,703.2528519874536,745.7103046355095,957.7238593698722,1059.510253661122,1022.4405632536666,922.8704288477976,1430.0774233135658,1749.216384600086,2174.0084908083213,2596.8825721789135,3577.067724438197,4750.013567774916,4174.095053595803,4118.496971950486,4427.035713505538,5099.6,5799.1870109211595,5941.154711737828,4578.256592998536,4162.4856264977525,4025.1985960966203,4410.935943394987,4619.086160047781,3871.3636100461313,3986.55803876209,0.8267865481955908
Oman,855.6566970091027,910.2730819245774,1219.7659297789337,1422.6267880364107,1365.4096228868661,1537.0611183355006,1370.5999821768532,1500.6999804850454,1466.8999904622888,1438.1999906488945,1451.2,1531.85955786736,1602.080624187256,1672.301690507152,1825.747724317295,2257.4772431729516,2788.036410923277,3669.7009102730817,5180.754226267881,5315.994798439531,5703.511053315994,7214.564369310793,8086.605981794539,9104.418725617685,10300.832249674902,10990.897269180754,10312.093628088427,9815.344603381014,9957.667100130038,9133.596879063718,8772.236671001301,8117.672049781066,9.453553726934128
Pakistan,0.0,0.0,0.0,0.9837520359622001,1.870273188367598,4.41074913915308,3.557046350992924,1.919643483785057,5.0,3.0,2.0,3.0,2.0,5.0,10.0,3.0,3.0,2.0,0.0,8.0,9.0,28.0,34.0,16.0,16.0,30.0,64.0,120.0,130.0,124.0,187.0,231.0,0.06633603942256057
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,11.2084206,10.74563556,9.72527514,9.28446474,8.994424380000002,9.35748906,9.69057102,9.83779452,9.52727823144,16.78528338,18.565,19.907,20.186,19.949,18.596,15.622,7.16605504587156
Panama,21.8,16.1,20.0,23.7,24.8,20.4,20.0,21.3,20.6,21.2,22.0,42.1,44.7,56.6,72.3,87.6,236.3,295.9,387.6,449.8,485.8,463.6,563.6,644.2,814.5,828.9,838.7900999999999,838.4081,797.1388000000001,823.651558,512.22556823,553.70337176,0.8705343475512932
Philippines,5.0,9.0,8.0,45.0,89.0,151.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.4,63.2863349808685,65.935652547979,116.94306476688561,93.79017769245951,109.14210911310711,134.7668363209945,152.3575069916288,210.26202332579558,182.981951679176,153.32215493797332,196.07288362012312,246.2115901379855,258.5235559193442,225.7231576281418,211.19446241595426,255.92348292973878,0.06494102376885726
Portugal,76.72896107088151,94.10285727550686,108.53159889719662,459.58785578204964,386.4643531735525,527.0709346297162,304.09090710518154,217.1841959831425,207.23061018025743,202.0,203.16407151364803,250.5122277680793,256.3830142461476,258.92184402427165,378.4388033910539,435.78910467798335,445.0203219729018,345.52510018610417,387.82437021627567,518.1076896334861,505.71682770562757,670.899548613365,559.6791045285373,559.099096102151,457.2210002327424,343.83896891173407,282.91692276367115,300.87961353066225,261.72898496337046,259.42559588744626,255.50691830607587,321.53089624819637,0.12858407000387767
Romania,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,6.0,8.0,6.0,5.0,6.0,8.0,6.0,22.3,40.736418735504955,55.02047631111376,168.49682284998445,64.40717189482324,88.24141655076761,127.76572643552223,116.34622762482303,484.52090021339035,592.7688067697502,514.2896602430352,302.50760991767686,389.1224762508467,435.2564859320131,485.74240426632934,536.805624619408,642.1676743391895,0.22604692745830118
Russian Federation,0.0,0.0,0.0,0.0,221.7,468.7,507.43,568.4,464.99,204.31,232.2,914.69,1295.51,2264.13,4189.73,6827.24,12104.439999999999,19880.62,29718.809999999998,21147.739999999998,21453.98,26010.47,31647.7,37216.68,32640.36,19688.84,16244.42,20610.14,22308.420000000002,22217.24,16872.18,16819.55,0.9456995383828217
Sao Tome and Principe,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.26412,0.6882,0.6390867,0.654149933500036,0.4736025,0.5537406,0.6135675,0.4762065,0.670648480778376,0.692759574669271,0.48807938895247105,0.54684,0.6218613295125,0.600930421324144,1.31351965665752,1.07354310175429,1.441589814663352,0.449656200506205,0.57561270524661,0.0,0.0,0.1036053277481428,2.373286696034322,6.446503568442408,1.2444987583865652
Saudi Arabia,11221.333333333334,13728.0,13379.2,15696.0,18077.86666666667,16593.866666666665,15492.533333333335,15014.4,14934.133333333333,13958.133333333333,15390.133333333333,15119.733333333334,15853.6,14783.28,13555.066666666666,14303.4,15942.858666666667,16435.845333333335,21696.16,26469.733333333334,27069.00533333333,28474.925333333333,29492.573333333334,34984.18666666667,36924.24,38787.367999999995,37843.20533333333,36118.96165333334,33881.51179548,31197.048533333334,34595.84746135146,40735.15549549221,4.8870008188550065
Seychelles,9.794305726560918,9.557361272592953,13.292957282924776,0.0578979195347581,0.07911614084650971,0.27299597330939396,0.362174252764094,0.358113339556105,0.47983809027607305,0.275709316653928,10.104413446937098,5.60792391233524,4.89434890310887,7.314537754177761,7.92596594799098,9.957671782516526,17.328411481760362,52.199999999999996,50.52157848522018,62.099674018159604,41.22061599313778,50.219370743301454,56.9584580677787,61.15939037586338,57.6619674741376,74.21358427652193,62.94564282053885,67.96350103784957,69.88823341986375,73.36299751798998,44.85821659531814,48.90526723899215,3.356572905902001
Slovak Republic,0.0,0.0,0.0,1.5113866433429424,6.0000515228743625,2.5678848068643614,13.104584706703289,13.72655451719248,7.761445547366995,7.010208728333593,6.709550418165502,10.10714164769428,11.334953118733448,15.577226624451018,29.1,49.933611849673504,58.97539966360552,81.85571446772175,152.6946321645004,138.1949453682056,69.92407987012989,69.73847992627157,154.17547230148918,175.29663537106381,225.5076609019633,239.98653406149987,242.25606208307698,271.3354960222788,364.2986378127205,511.26995502224105,410.58888400334655,441.0066413383125,0.3836608535571285
Solomon Islands,5.615348619560139,6.7777880099456675,5.60090160855162,2.227287937092189,5.772692631968063,8.074224140462139,8.468021768236982,2.85180692908372,2.491875878970279,5.725338757821957,6.46501221523775,2.255440116942626,1.387110848798546,1.577012884250606,1.8107047042753102,2.1111199282601856,11.200000000000001,12.106463842675295,13.943460893490428,39.10483141083106,61.70812412057228,66.85411030834675,46.60280265281482,44.82676854605504,45.89132279490739,55.64303576219191,69.18721872976084,54.70434720351172,62.63213973247346,83.34535845328686,65.71268387484473,55.07269220298379,3.374552218320085
South Africa,1115.6154010693128,802.7104195970079,738.4304886043188,631.9437819918821,571.5925322332504,566.6171523038026,518.4594128100914,581.8402155691197,616.2284763898605,641.272393336099,614.2774818711355,520.7600012429342,505.5,705.7515281722361,934.598613506281,1041.844333333764,1055.1266550932016,1172.7169217114263,1118.9330089957514,1143.8550533451294,1352.7991854840536,1422.6978646830864,1319.9443694493175,1181.9804186965036,1093.5858758394356,980.0978385222072,896.798664324972,1033.4897644907048,1097.8436910359487,1052.0381125950246,920.7818301498792,1066.4504554384011,0.25457928739276287
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,145.95,63.79,123.08,103.49,16.02,308.26,9.71,0.18792335978323982
Spain,158.84636498454333,207.19276882386728,392.9808386186409,498.0845578631391,490.55474524254464,645.7591958586552,754.7884744864025,833.1858347743098,1017.1749277066754,549.8,621.6282244657147,573.8499045349379,533.0097509216579,539.2176639088894,704.8756264790775,732.6868959319546,794.2331959167359,897.2820757731079,748.880878826063,557.2862475676666,470.665747330447,496.94897575757517,407.4609717772962,353.45493767688424,402.801005256773,368.03057855016016,304.12756535778055,362.5876847607224,439.8306318681327,448.9853469155793,351.7041283853352,260.7656909090915,0.018283642044243507
Sudan,2.1,0.2,0.0,0.0,0.2,0.9,0.0,0.4,4.6,2.7,4.4,1.9,3.59,0.65,2.14,1.73801797112797,2.442585,2.041564,2.102552757209305,0.07877851880942971,0.8,1.7062349010413065,8.021746359038971,64.3676743370257,35.611551234338,89.39026194265429,112.04259103696582,124.69965793311455,208.72483598247402,138.816458193823,199.51774622558142,175.69616697973694,0.49998909214495435
Sweden,262.4906588773339,359.94239663423446,319.1116076234518,245.36993346389366,216.30206298102738,317.2864775892443,406.091303438062,384.3133048557173,503.2130268297563,484.30845615413233,538.812671448013,578.1074762927549,507.65230304878594,567.7173147250318,660.148512929357,728.9753902511421,930.169752526702,1055.6520898489603,1205.7584889788172,1071.467575334179,1160.0320621926694,1389.9,1386.6459127177218,1623.5825951077213,1590.8734859853178,1459.609040979576,1633.036130768364,2045.9024227851792,2084.495542362343,1917.082970036709,1765.892819672624,2139.5029891873633,0.33657765567774217
Switzerland,8167.895428286933,8675.01554518562,8851.328207687067,8220.467644968794,8723.305860052607,10114.090360354681,9613.999886732307,7846.6215925240085,7767.413869959378,7578.1,6196.274230831986,6921.231211578382,7948.181043724331,9374.390165680947,10615.1659090073,10858.557517226754,11663.457222878165,13402.757251124356,15837.911699929316,16395.814781233865,18511.53621765046,23679.61273424051,23738.99407557316,25337.90309756071,26816.95260322851,26031.157291070893,26050.038249208297,26961.75860992346,27741.467905530066,28436.482089517922,29637.75645138532,31592.652920216882,3.9500888876934726
Tunisia,5.692599620493361,5.407622043269991,7.91467229487808,6.9739059685011675,10.874355879772425,21.147237642083002,11.300499105377158,19.8931496733455,7.903576368306659,7.587093510927522,21.157330285380826,20.921483618165546,12.941948794898277,17.15228147333704,12.92688149020444,15.646275980782612,16.453485096072576,15.218225450856227,15.744942748736912,12.88626390920368,13.343579712169904,19.03702037482098,18.439178987018906,19.573346190737578,28.450675188124933,26.457656279870008,27.42043109200668,29.26315136861031,26.975291539682104,26.274238069814757,22.93448855201598,26.910322780733317,0.05744913278838076
"TÃ¼rkiye, Rep. of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,124.0,124.0,126.0,157.0,190.0,268.0,404.0,689.0,815.0,850.0,1108.0,631.0,627.0,678.0,521.0,631.0,0.07718578900756934
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.29999999999998,353.0,354.7,357.6480547333896,181.8061841283146,194.09335061108953,197.01148080963938,206.0687619583948,235.71381742631456,381.0438921190687,482.6156264224836,331.0999382568165,395.37139319833057,325.3740462804565,367.618755016584,301.7720212537023,278.22228250354465,349.353415866986,344.7245441826705,399.98549500553776,373.06664087071675,195.2284404881617,212.8396098739509,0.49544824105298285
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,5.0,0.0,4.0,4.0,6.0,186.0,255.0,353.0,714.0,613.0,703.0,849.0,1003.0,1716.0,1702.0,627.0,559.0,584.0,565.0,575.0,843.0,1083.0,0.5422618779385037
United Kingdom,1171.5099485897292,1090.3116748402115,1056.599124365615,837.8312506899983,1306.2388940792773,1865.9824538358228,1277.0466270389898,1512.5200078226724,1408.5365722475917,5111.7,5366.131133380724,5462.692455383317,5996.404558710855,6990.70230316724,8930.41914536721,9643.11767923323,10645.651381120533,11596.568483364208,11211.837187942603,9274.761989826718,9565.109384901854,9931.10101046054,10077.435197265324,10528.125661636626,11571.02757242106,10705.712114456383,10190.899107285286,9801.235337375241,10410.04112353596,10360.300796885422,9382.380085412888,10084.69461446904,0.3163700702174295
United States,11850.0,13919.0,16156.3,18041.2,20365.7,22181.4,23723.2,25593.6,27426.7,33427.0,35315.0,39007.0,40562.0,41391.0,44927.0,47751.0,50974.0,53039.0,55679.0,50555.0,50527.0,50854.0,52371.0,55003.0,57239.0,60719.0,62870.0,64114.0,66836.0,71583.0,66543.0,72669.0,0.3160061010411559
Vanuatu,12.39246443357461,12.985765725002667,12.784758025786198,9.229367620379767,10.734383497339197,11.45429880010531,33.63304961753718,30.32927158876589,14.112241263795976,14.604007693746308,17.19427188336031,16.10988378617935,2.1481639312906036,2.7197718258622943,2.9798216957673413,3.0010214553394845,3.138417382986581,2.6250592775314923,2.549130441989248,2.694966432739152,3.1,3.534769460196455,2.3822412318184947,2.444150977601301,3.714947693990336,3.3310069508148037,4.552015081310053,5.2303416999759555,10.268357513176703,15.028417714333878,11.451941663663304,9.703252681830783,1.0467370746311524
